Delay (Days),Bugs Found,Bugs Fixed,Bug Fix Ratio,Team Size,Hours Worked,Budget (USD),Risk Factor,Critical Issues Found,Critical Issue Ratio,Feature Delivery Ratio,Team Skill Level,Resource Utilization Rate,Client Involvement,Complexity Score
33.6,42,28,0.6666666666666666,14,902,151645,6,3,0.07142857142857142,0.84375,High,75,Low,High
36.8,36,19,0.5277777777777778,20,264,181070,6,13,0.3611111111111111,0.7954545454545454,Medium,90,High,High
35.1,54,1,0.018518518518518517,16,1602,178531,1,8,0.14814814814814814,0.8571428571428571,Medium,98,High,Low
48.099999999999994,58,2,0.034482758620689655,8,1131,149575,6,15,0.25862068965517243,0.3,Medium,84,Low,Low
41.5,40,38,0.95,18,394,52698,3,15,0.375,0.2857142857142857,Medium,85,High,Medium
50.0,85,3,0.03529411764705882,17,1841,190420,1,32,0.3764705882352941,0.9696969696969697,High,61,Medium,Medium
29.900000000000002,42,37,0.8809523809523809,6,794,136878,7,3,0.07142857142857142,0.8367346938775511,Medium,61,Medium,Medium
18.5,24,21,0.875,10,1782,148754,1,2,0.08333333333333333,0.6666666666666666,Medium,81,Low,Low
40.7,48,11,0.22916666666666666,8,407,93105,3,7,0.14583333333333334,0.6153846153846154,High,81,Low,High
31.1,26,23,0.8846153846153846,5,1650,187671,6,9,0.34615384615384615,1.0,Medium,81,Medium,High
50.0,91,69,0.7582417582417582,7,333,72870,5,6,0.06593406593406594,0.7741935483870968,Low,67,Medium,High
50.0,95,45,0.47368421052631576,7,1368,98966,4,30,0.3157894736842105,0.7333333333333333,Low,58,Low,Low
50.0,67,47,0.7014925373134329,6,675,103070,3,16,0.23880597014925373,0.9714285714285714,High,61,High,Medium
50.0,48,8,0.16666666666666666,8,1274,119700,10,23,0.4791666666666667,0.8775510204081632,Low,73,Low,High
50.0,77,1,0.012987012987012988,20,1179,175497,4,19,0.24675324675324675,0.6153846153846154,Low,80,Low,Low
28.8,22,5,0.22727272727272727,9,1956,183658,3,6,0.2727272727272727,0.75,High,84,Low,Low
33.9,18,15,0.8333333333333334,16,661,118804,7,8,0.4444444444444444,0.0,Low,65,High,Medium
20.7,17,13,0.7647058823529411,17,1121,108909,3,0,0.0,0.76,Low,62,High,High
50.0,71,65,0.9154929577464789,20,1783,69675,7,26,0.36619718309859156,0.782608695652174,Low,65,High,High
50.0,86,3,0.03488372093023256,16,768,153092,5,26,0.3023255813953488,0.1111111111111111,Low,95,Low,High
50.0,69,43,0.6231884057971014,17,1751,196849,10,19,0.2753623188405797,0.7692307692307693,Medium,69,Medium,High
50.0,86,84,0.9767441860465116,7,715,120310,5,36,0.4186046511627907,0.46153846153846156,Medium,55,High,Medium
49.8,46,38,0.8260869565217391,14,592,137817,9,16,0.34782608695652173,0.7368421052631579,Medium,65,High,Low
50.0,96,52,0.5416666666666666,9,1842,127336,4,17,0.17708333333333334,0.5714285714285714,Medium,92,High,Low
50.0,97,87,0.8969072164948454,10,440,126404,4,23,0.23711340206185566,0.84,High,70,Low,Medium
30.799999999999997,36,21,0.5833333333333334,19,1300,139495,3,5,0.1388888888888889,0.8478260869565217,Medium,65,Medium,Medium
19.6,42,38,0.9047619047619048,11,1862,116797,8,2,0.047619047619047616,0.9523809523809523,Medium,85,Medium,Low
50.0,68,35,0.5147058823529411,20,1419,78332,8,32,0.47058823529411764,0.8536585365853658,Low,67,Low,Medium
50.0,65,49,0.7538461538461538,7,768,78170,9,20,0.3076923076923077,0.8333333333333334,Low,57,Medium,Low
50.0,78,34,0.4358974358974359,6,220,79211,6,8,0.10256410256410256,0.09090909090909091,Medium,63,Low,High
50.0,89,35,0.39325842696629215,13,1331,142681,4,18,0.20224719101123595,0.90625,Low,64,High,High
35.2,29,0,0.0,5,528,73901,10,8,0.27586206896551724,0.8809523809523809,Low,60,Medium,Low
50.0,88,34,0.38636363636363635,10,555,107761,5,31,0.3522727272727273,0.9166666666666666,Low,76,Low,Low
19.5,23,0,0.0,11,675,76310,2,3,0.13043478260869565,0.9148936170212766,Medium,87,High,Medium
50.0,62,45,0.7258064516129032,13,620,178848,7,28,0.45161290322580644,0.9393939393939394,High,74,High,Medium
50.0,77,43,0.5584415584415584,11,963,87883,2,20,0.2597402597402597,0.0,High,89,Medium,Medium
50.0,86,48,0.5581395348837209,12,1664,126199,4,10,0.11627906976744186,0.9,Low,70,Medium,Medium
50.0,58,38,0.6551724137931034,19,1660,55735,7,28,0.4827586206896552,1.0,High,86,Low,High
50.0,83,44,0.5301204819277109,7,1095,116827,6,23,0.27710843373493976,1.0,Medium,77,High,Medium
49.7,39,17,0.4358974358974359,11,1932,59514,7,11,0.28205128205128205,0.6666666666666666,Low,60,Low,High
50.0,56,3,0.05357142857142857,6,712,70776,9,24,0.42857142857142855,0.9473684210526315,High,60,Low,High
29.200000000000003,42,28,0.6666666666666666,14,541,186448,2,4,0.09523809523809523,0.9130434782608695,Medium,67,Low,Low
46.2,39,5,0.1282051282051282,20,1066,94020,4,19,0.48717948717948717,0.0,High,100,High,Low
6.799999999999999,12,12,1.0,8,1795,171251,9,1,0.08333333333333333,0.9767441860465116,Low,99,Low,Medium
36.599999999999994,57,46,0.8070175438596491,13,1251,55431,9,5,0.08771929824561403,0.42857142857142855,Low,65,Low,Medium
50.0,74,7,0.0945945945945946,16,1375,123210,8,25,0.33783783783783783,0.8461538461538461,Low,80,Low,Low
36.3,41,29,0.7073170731707317,6,337,148939,3,5,0.12195121951219512,0.98,High,65,Low,High
19.4,10,4,0.4,17,1275,172321,9,3,0.3,0.8157894736842105,High,98,Medium,High
50.0,55,50,0.9090909090909091,20,458,59546,4,19,0.34545454545454546,0.8536585365853658,Medium,83,Medium,Low
20.5,19,19,1.0,16,248,132456,8,5,0.2631578947368421,0.9583333333333334,High,76,Medium,Medium
30.9,35,1,0.02857142857142857,14,1011,114092,3,6,0.17142857142857143,0.6875,Low,78,High,High
18.299999999999997,12,3,0.25,11,1148,84187,7,3,0.25,0.6666666666666666,Medium,79,High,Medium
17.200000000000003,16,7,0.4375,17,1538,163608,2,2,0.125,0.9777777777777777,Medium,73,Low,Medium
50.0,86,37,0.43023255813953487,15,596,131354,9,22,0.2558139534883721,0.7837837837837838,Medium,52,Medium,Low
30.199999999999996,31,0,0.0,16,249,167534,7,3,0.0967741935483871,0.42857142857142855,Medium,53,Low,High
50.0,52,51,0.9807692307692307,8,1097,177799,7,19,0.36538461538461536,0.8529411764705882,High,70,Medium,Medium
50.0,75,4,0.05333333333333334,19,1698,120020,3,35,0.4666666666666667,0.8048780487804879,Low,59,Medium,Medium
36.599999999999994,28,24,0.8571428571428571,6,290,129406,1,14,0.5,0.9411764705882353,High,74,Medium,Medium
35.8,27,6,0.2222222222222222,13,631,50148,2,6,0.2222222222222222,0.926829268292683,Medium,59,Medium,High
26.2,30,27,0.9,20,433,70963,8,1,0.03333333333333333,0.6666666666666666,Low,64,Medium,Low
50.0,53,39,0.7358490566037735,15,1278,90789,10,23,0.4339622641509434,0.75,Medium,86,High,High
50.0,76,35,0.4605263157894737,14,1221,156092,1,38,0.5,0.85,Low,77,Medium,Medium
50.0,85,38,0.4470588235294118,9,401,192136,9,16,0.18823529411764706,0.8181818181818182,High,64,Low,Low
50.0,56,26,0.4642857142857143,10,1476,176136,2,23,0.4107142857142857,0.8,High,71,Medium,Low
44.8,50,3,0.06,16,442,130742,4,13,0.26,0.8,Low,76,Medium,Low
50.0,72,62,0.8611111111111112,10,888,91731,10,25,0.3472222222222222,0.9285714285714286,Medium,77,Low,Medium
43.8,51,37,0.7254901960784313,18,1208,74199,3,12,0.23529411764705882,0.9,Low,55,High,Low
31.700000000000003,16,0,0.0,16,1564,199945,2,7,0.4375,1.0,Low,68,Medium,High
18.1,15,5,0.3333333333333333,5,1882,100396,3,4,0.26666666666666666,0.9615384615384616,Low,87,Low,Low
49.9,60,52,0.8666666666666667,14,483,67024,8,15,0.25,0.6363636363636364,High,68,High,High
50.0,87,33,0.3793103448275862,6,1005,138777,3,10,0.11494252873563218,0.8260869565217391,Low,81,High,Low
50.0,98,60,0.6122448979591837,18,1852,111636,5,28,0.2857142857142857,0.7037037037037037,Medium,68,High,High
50.0,95,41,0.43157894736842106,6,1403,80859,3,13,0.1368421052631579,0.65,Low,95,Low,Low
15.599999999999998,23,14,0.6086956521739131,12,1671,176247,7,2,0.08695652173913043,0.9285714285714286,Medium,99,Medium,High
50.0,62,7,0.11290322580645161,17,592,140462,2,19,0.3064516129032258,0.94,Medium,91,Low,Medium
18.5,16,1,0.0625,19,472,135697,7,4,0.25,0.9310344827586207,Medium,79,High,Medium
50.0,94,40,0.425531914893617,7,1197,137701,3,36,0.3829787234042553,0.9591836734693877,Low,100,Low,Medium
22.1,15,4,0.26666666666666666,18,278,52418,6,3,0.2,0.7567567567567568,Medium,67,Low,High
50.0,53,51,0.9622641509433962,11,502,137167,9,19,0.3584905660377358,0.8214285714285714,Low,56,Medium,High
38.2,45,33,0.7333333333333333,19,1672,193425,5,12,0.26666666666666666,0.7631578947368421,High,89,Low,Medium
34.7,78,58,0.7435897435897436,20,1898,159378,8,2,0.02564102564102564,0.782608695652174,Low,76,High,High
50.0,87,73,0.8390804597701149,6,1872,110154,10,14,0.16091954022988506,0.64,Low,78,Medium,Medium
38.2,42,25,0.5952380952380952,17,204,162724,1,8,0.19047619047619047,0.0,Low,52,Low,Medium
28.3,19,8,0.42105263157894735,6,1217,105945,9,8,0.42105263157894735,0.8461538461538461,Low,82,High,High
50.0,94,70,0.7446808510638298,11,229,162590,2,18,0.19148936170212766,0.75,Medium,85,High,Medium
38.5,52,41,0.7884615384615384,10,1546,126629,5,7,0.1346153846153846,1.0,Low,58,High,High
50.0,63,20,0.31746031746031744,7,356,90781,2,27,0.42857142857142855,0.8888888888888888,Medium,56,Medium,Medium
4.899999999999999,10,3,0.3,19,1246,82007,8,0,0.0,0.9090909090909091,Low,98,Medium,Medium
50.0,95,78,0.8210526315789474,13,1685,54778,10,17,0.17894736842105263,0.5,Low,72,Low,Medium
18.2,21,2,0.09523809523809523,20,1750,142112,1,2,0.09523809523809523,0.6428571428571429,Low,83,High,High
50.0,53,24,0.4528301886792453,11,1471,176726,10,25,0.4716981132075472,0.96875,High,99,Medium,Low
50.0,99,8,0.08080808080808081,16,607,61000,1,47,0.47474747474747475,0.47368421052631576,Medium,85,Medium,Medium
29.2,67,24,0.3582089552238806,18,1735,51949,6,0,0.0,0.8780487804878049,Low,92,Medium,High
42.2,69,10,0.14492753623188406,20,1212,195119,9,8,0.11594202898550725,0.18181818181818182,High,85,Low,High
50.0,53,7,0.1320754716981132,14,279,77937,1,19,0.3584905660377358,0.0,Medium,65,Medium,High
33.599999999999994,48,42,0.875,7,1287,145364,2,4,0.08333333333333333,0.9183673469387755,Medium,59,Medium,Medium
50.0,73,39,0.5342465753424658,9,1275,76246,6,19,0.2602739726027397,1.0,Low,68,Medium,Low
28.0,24,3,0.125,7,674,62865,5,4,0.16666666666666666,0.8076923076923077,Low,61,High,Low
50.0,49,48,0.9795918367346939,14,1331,127999,2,17,0.3469387755102041,0.9743589743589743,High,85,High,High
50.0,61,48,0.7868852459016393,6,480,68021,2,29,0.47540983606557374,0.42857142857142855,Medium,55,High,Medium
40.9,85,0,0.0,13,525,197112,4,6,0.07058823529411765,1.0,Medium,73,Medium,High
15.2,20,10,0.5,20,647,83203,3,2,0.1,0.375,High,94,Low,High
50.0,97,65,0.6701030927835051,20,1321,112367,1,15,0.15463917525773196,1.0,High,83,Medium,High
50.0,65,27,0.4153846153846154,18,1384,125409,5,24,0.36923076923076925,0.5294117647058824,Medium,72,Low,Medium
21.599999999999998,41,39,0.9512195121951219,8,1030,100112,5,3,0.07317073170731707,0.88,Medium,91,High,Medium
50.0,98,16,0.16326530612244897,6,672,115534,1,36,0.3673469387755102,0.375,High,57,High,Low
16.5,19,12,0.631578947368421,8,1899,53607,7,2,0.10526315789473684,0.7777777777777778,Low,86,Low,High
15.7,23,10,0.43478260869565216,15,1041,149280,9,3,0.13043478260869565,0.9393939393939394,Low,96,High,Low
50.0,97,35,0.36082474226804123,11,1981,113640,8,28,0.28865979381443296,0.9361702127659575,High,59,Low,Medium
50.0,72,35,0.4861111111111111,6,1732,170257,9,27,0.375,0.5,Low,77,Medium,Low
45.0,47,13,0.2765957446808511,5,1169,188829,2,13,0.2765957446808511,0.6666666666666666,Low,68,Medium,Low
50.0,85,58,0.6823529411764706,20,999,120684,3,22,0.25882352941176473,0.5833333333333334,Low,78,Low,High
50.0,71,28,0.39436619718309857,9,424,120169,6,28,0.39436619718309857,1.0,Low,91,Medium,Medium
43.0,76,32,0.42105263157894735,7,1361,78080,4,6,0.07894736842105263,0.5454545454545454,High,69,High,Medium
36.099999999999994,46,16,0.34782608695652173,20,1282,50883,3,7,0.15217391304347827,0.8297872340425532,High,86,High,Low
22.900000000000002,12,5,0.4166666666666667,11,583,78433,5,6,0.5,0.8367346938775511,Medium,86,Medium,Low
50.0,64,32,0.5,16,396,149594,8,17,0.265625,0.9285714285714286,High,75,High,High
50.0,89,25,0.2808988764044944,15,1209,109658,7,15,0.16853932584269662,1.0,Medium,72,Medium,Low
43.5,81,2,0.024691358024691357,19,1044,190241,2,4,0.04938271604938271,0.18181818181818182,Low,64,Medium,Low
23.0,23,21,0.9130434782608695,8,274,117228,1,8,0.34782608695652173,0.9393939393939394,Low,97,Low,Low
47.9,85,52,0.611764705882353,12,1452,81137,2,7,0.08235294117647059,0.5454545454545454,High,78,Low,Low
47.6,42,38,0.9047619047619048,10,1546,51666,8,17,0.40476190476190477,0.9333333333333333,Low,80,High,Medium
33.2,37,26,0.7027027027027027,5,1074,141477,6,10,0.2702702702702703,0.9090909090909091,High,87,Low,High
37.9,67,21,0.31343283582089554,10,1884,91144,4,1,0.014925373134328358,0.09090909090909091,High,51,High,Medium
21.9,15,5,0.3333333333333333,19,662,85262,1,3,0.2,0.8333333333333334,Low,68,Medium,Low
32.9,25,23,0.92,9,1608,66585,3,11,0.44,0.7222222222222222,High,98,Medium,High
32.7,70,48,0.6857142857142857,8,373,91296,4,0,0.0,0.6666666666666666,Low,84,Low,High
22.9,19,4,0.21052631578947367,15,1127,91260,10,6,0.3157894736842105,0.45454545454545453,Low,94,Low,Medium
50.0,78,72,0.9230769230769231,13,1441,106137,1,13,0.16666666666666666,0.8181818181818182,Low,89,Medium,Medium
38.0,35,25,0.7142857142857143,6,670,189865,2,9,0.2571428571428571,0.7241379310344828,Medium,55,High,Low
50.0,81,61,0.7530864197530864,10,1303,110765,3,25,0.30864197530864196,0.8043478260869565,High,97,Low,Low
48.0,40,3,0.075,15,1275,190919,2,16,0.4,0.813953488372093,Low,65,High,High
40.0,43,16,0.37209302325581395,9,1844,107804,2,10,0.23255813953488372,0.95,Low,52,Medium,Medium
50.0,76,18,0.23684210526315788,19,537,122433,6,28,0.3684210526315789,0.3333333333333333,High,90,High,Low
14.1,13,0,0.0,7,860,93233,10,6,0.46153846153846156,1.0,High,94,Low,High
16.0,20,2,0.1,6,1812,56774,3,3,0.15,0.9714285714285714,Medium,100,High,High
38.8,55,20,0.36363636363636365,10,374,193071,3,12,0.21818181818181817,0.9791666666666666,High,91,Medium,Medium
50.0,86,85,0.9883720930232558,10,1888,125753,9,36,0.4186046511627907,0.8205128205128205,Medium,81,High,Low
50.0,89,5,0.056179775280898875,6,1427,62806,1,20,0.2247191011235955,0.7586206896551724,Low,82,Medium,Medium
50.0,94,33,0.35106382978723405,13,1285,89310,7,15,0.1595744680851064,0.8275862068965517,High,71,Low,Medium
34.0,58,36,0.6206896551724138,16,1554,62844,6,3,0.05172413793103448,0.7,Low,67,High,Low
49.7,49,10,0.20408163265306123,6,1032,104504,4,18,0.3673469387755102,1.0,High,95,Low,High
50.0,62,38,0.6129032258064516,10,457,66912,1,29,0.46774193548387094,0.8863636363636364,Low,99,High,High
28.299999999999997,44,3,0.06818181818181818,13,1481,117806,3,3,0.06818181818181818,0.8666666666666667,High,57,High,High
50.0,80,60,0.75,7,1018,120202,4,31,0.3875,0.6,Low,74,High,Low
16.599999999999998,29,21,0.7241379310344828,14,1034,128010,3,1,0.034482758620689655,0.5714285714285714,High,93,Medium,High
15.9,12,3,0.25,11,413,131155,5,3,0.25,0.96,Medium,96,High,High
15.7,20,14,0.7,14,1974,61093,3,0,0.0,0.8620689655172413,High,74,Low,Medium
36.5,61,50,0.819672131147541,11,1972,56098,2,7,0.11475409836065574,0.8958333333333334,Medium,84,High,Low
50.0,70,48,0.6857142857142857,5,1781,109209,2,19,0.2714285714285714,0.8709677419354839,Medium,82,High,High
50.0,57,15,0.2631578947368421,19,1449,66129,6,17,0.2982456140350877,0.8367346938775511,High,61,Medium,Medium
14.600000000000001,14,4,0.2857142857142857,13,1402,132594,2,0,0.0,0.8695652173913043,Low,63,Low,Medium
44.8,60,46,0.7666666666666667,19,1677,82447,9,7,0.11666666666666667,0.9285714285714286,Low,56,High,High
12.7,16,6,0.375,9,1029,134677,4,3,0.1875,0.9761904761904762,High,93,Low,Medium
7.899999999999999,15,13,0.8666666666666667,17,395,171035,9,0,0.0,0.8888888888888888,High,98,High,Medium
30.4,62,49,0.7903225806451613,15,1794,158795,2,0,0.0,0.6,Low,51,Low,High
50.0,80,16,0.2,20,740,124356,10,38,0.475,1.0,Low,94,Medium,Medium
30.9,25,23,0.92,16,474,65189,2,6,0.24,0.0,High,63,Medium,Medium
22.4,49,38,0.7755102040816326,14,662,110646,7,2,0.04081632653061224,0.3333333333333333,High,99,High,Medium
50.0,77,61,0.7922077922077922,10,641,182606,3,21,0.2727272727272727,0.0,Low,98,Medium,Low
25.5,19,7,0.3684210526315789,6,1624,127056,3,7,0.3684210526315789,0.7727272727272727,Medium,76,Low,Low
50.0,76,68,0.8947368421052632,17,1077,164129,1,26,0.34210526315789475,0.2857142857142857,High,51,Medium,Low
49.9,76,12,0.15789473684210525,11,939,152390,7,7,0.09210526315789473,0.5384615384615384,Low,52,Low,Low
34.3,87,11,0.12643678160919541,8,559,107305,5,1,0.011494252873563218,0.9310344827586207,High,79,Low,Medium
30.2,53,22,0.41509433962264153,20,1482,177210,7,1,0.018867924528301886,0.75,High,61,Medium,High
50.0,81,18,0.2222222222222222,12,822,195366,1,39,0.48148148148148145,0.5555555555555556,Medium,68,High,Low
50.0,77,57,0.7402597402597403,9,1034,62090,4,12,0.15584415584415584,0.8461538461538461,Low,80,High,High
41.800000000000004,39,23,0.5897435897435898,6,1239,146532,10,19,0.48717948717948717,1.0,Low,92,Medium,Medium
50.0,84,8,0.09523809523809523,10,1025,160293,10,18,0.21428571428571427,0.6086956521739131,Low,51,High,Medium
50.0,83,48,0.5783132530120482,19,383,186894,5,18,0.21686746987951808,0.75,High,98,High,High
33.9,28,17,0.6071428571428571,15,1357,76986,5,12,0.42857142857142855,0.6785714285714286,Medium,90,High,Low
15.6,12,12,1.0,8,578,108465,5,4,0.3333333333333333,0.625,High,100,Low,Low
31.299999999999997,28,24,0.8571428571428571,20,517,154331,2,6,0.21428571428571427,0.7,High,53,Medium,High
30.0,68,53,0.7794117647058824,12,1264,107775,6,1,0.014705882352941176,0.8478260869565217,Low,97,Low,Medium
50.0,95,84,0.8842105263157894,5,1912,124632,1,38,0.4,0.6428571428571429,Low,83,Low,High
50.0,54,26,0.48148148148148145,5,1324,88598,7,21,0.3888888888888889,0.8333333333333334,High,86,High,Medium
50.0,85,45,0.5294117647058824,17,1373,149168,6,34,0.4,0.9583333333333334,Medium,92,Medium,Low
33.599999999999994,62,40,0.6451612903225806,9,1769,99882,9,4,0.06451612903225806,1.0,High,80,Medium,Low
36.2,50,36,0.72,9,692,131459,9,10,0.2,0.6666666666666666,Low,99,Medium,Medium
16.099999999999998,44,40,0.9090909090909091,18,1429,152412,7,1,0.022727272727272728,0.6666666666666666,Medium,98,Low,Low
23.099999999999998,18,1,0.05555555555555555,15,1886,56680,1,1,0.05555555555555555,0.7241379310344828,Low,54,Low,High
33.0,18,12,0.6666666666666666,7,1956,134251,1,8,0.4444444444444444,0.0,High,67,Low,Medium
49.5,68,52,0.7647058823529411,9,303,146563,4,11,0.16176470588235295,0.8222222222222222,Low,87,Medium,High
50.0,91,35,0.38461538461538464,10,319,167709,3,17,0.18681318681318682,0.0,Medium,78,High,Medium
50.0,61,48,0.7868852459016393,7,1727,178999,8,27,0.4426229508196721,0.6774193548387096,Low,88,Low,Medium
26.099999999999998,59,59,1.0,17,1273,189863,5,1,0.01694915254237288,0.4,High,88,Low,Medium
24.9,18,6,0.3333333333333333,10,614,140371,7,3,0.16666666666666666,0.5882352941176471,Low,55,Low,Medium
30.799999999999997,23,14,0.6086956521739131,7,1434,92829,1,8,0.34782608695652173,0.3,Low,63,Low,High
34.5,58,7,0.1206896551724138,20,1318,140430,7,7,0.1206896551724138,0.90625,High,92,Medium,Low
17.7,25,6,0.24,6,1686,94222,10,3,0.12,0.9696969696969697,High,84,Medium,Medium
34.9,51,3,0.058823529411764705,14,308,111999,8,4,0.0784313725490196,0.8666666666666667,High,52,Low,Medium
31.099999999999998,36,16,0.4444444444444444,10,582,69707,1,3,0.08333333333333333,0.7666666666666667,High,56,Low,Medium
27.3,30,20,0.6666666666666666,13,1263,160065,3,2,0.06666666666666667,0.75,High,61,Low,High
50.0,83,69,0.8313253012048193,12,1995,80142,9,21,0.25301204819277107,0.7222222222222222,High,78,Low,Medium
34.400000000000006,32,20,0.625,20,1808,192763,7,13,0.40625,0.16666666666666666,Low,86,Medium,High
50.0,61,43,0.7049180327868853,12,1029,185863,3,29,0.47540983606557374,0.4166666666666667,Medium,94,Low,Medium
17.3,11,5,0.45454545454545453,12,1488,141567,6,0,0.0,0.7241379310344828,Low,55,High,Low
50.0,96,20,0.20833333333333334,19,414,119444,7,5,0.052083333333333336,0.6666666666666666,High,73,Low,Medium
47.3,82,19,0.23170731707317074,17,1135,60337,9,4,0.04878048780487805,0.7368421052631579,Low,54,High,Low
50.0,85,68,0.8,5,524,83259,1,17,0.2,0.7,High,88,High,Medium
30.8,52,51,0.9807692307692307,13,1239,126511,3,1,0.019230769230769232,0.9302325581395349,High,84,Medium,High
36.4,48,38,0.7916666666666666,14,910,168453,9,10,0.20833333333333334,0.8181818181818182,High,90,Low,High
40.7,74,58,0.7837837837837838,17,1116,152366,8,2,0.02702702702702703,0.7959183673469388,Medium,55,Medium,Low
32.1,35,34,0.9714285714285714,7,1673,170954,8,5,0.14285714285714285,0.0,Medium,67,Medium,Low
50.0,88,68,0.7727272727272727,20,1671,90347,3,31,0.3522727272727273,0.7241379310344828,Low,89,High,Medium
50.0,50,33,0.66,5,1016,98820,4,18,0.36,0.5882352941176471,High,52,High,High
50.0,57,3,0.05263157894736842,15,1604,169704,10,22,0.38596491228070173,1.0,High,73,Medium,Medium
18.0,14,0,0.0,13,714,97855,9,1,0.07142857142857142,0.7333333333333333,High,61,High,Medium
50.0,60,29,0.48333333333333334,12,1498,84890,9,18,0.3,0.9,Low,72,High,Medium
50.0,83,34,0.40963855421686746,10,733,70868,6,25,0.30120481927710846,0.8421052631578947,High,86,Low,Medium
45.9,33,21,0.6363636363636364,12,1978,108266,6,15,0.45454545454545453,0.6875,Medium,60,High,Low
50.0,77,77,1.0,16,949,56726,8,23,0.2987012987012987,0.7272727272727273,High,56,High,High
50.0,76,33,0.4342105263157895,14,1889,118604,4,24,0.3157894736842105,0.875,Low,89,Medium,Medium
12.899999999999999,10,3,0.3,8,1185,176942,3,2,0.2,0.8,Low,93,High,High
26.8,16,6,0.375,16,630,153423,5,8,0.5,0.9,High,65,Medium,Low
20.3,21,10,0.47619047619047616,10,949,106221,7,4,0.19047619047619047,0.9705882352941176,Medium,70,Low,Low
43.5,70,67,0.9571428571428572,13,1933,89239,2,6,0.08571428571428572,0.7,Medium,70,Low,Low
22.499999999999996,46,5,0.10869565217391304,20,1349,65765,10,1,0.021739130434782608,0.9259259259259259,Medium,74,High,High
36.7,26,24,0.9230769230769231,16,1023,92674,3,7,0.2692307692307692,0.2,Medium,58,Low,High
50.0,52,35,0.6730769230769231,19,1303,165920,5,25,0.4807692307692308,0.8125,Low,70,High,High
32.7,48,10,0.20833333333333334,15,1700,160615,6,4,0.08333333333333333,0.8611111111111112,High,71,High,High
50.0,50,50,1.0,8,369,162225,6,22,0.44,0.9090909090909091,Low,82,Low,Medium
26.099999999999998,13,2,0.15384615384615385,12,1400,110840,2,6,0.46153846153846156,1.0,Low,59,Medium,Medium
50.0,40,8,0.2,15,1184,58857,9,20,0.5,0.5833333333333334,Medium,54,Low,Low
50.0,36,27,0.75,17,990,178615,3,17,0.4722222222222222,0.375,Low,68,Medium,Medium
50.0,73,28,0.3835616438356164,9,1729,51668,3,27,0.3698630136986301,0.696969696969697,Medium,96,Medium,High
50.0,56,54,0.9642857142857143,11,1849,95317,9,16,0.2857142857142857,0.96,Medium,68,Low,Low
23.0,23,23,1.0,5,1483,129919,10,2,0.08695652173913043,0.9411764705882353,Low,62,High,Low
26.3,21,1,0.047619047619047616,10,617,194899,8,6,0.2857142857142857,0.8,High,65,Medium,Medium
50.0,54,1,0.018518518518518517,19,562,97360,6,17,0.3148148148148148,0.5333333333333333,Medium,83,High,Low
50.0,71,59,0.8309859154929577,17,516,199741,1,20,0.28169014084507044,0.7619047619047619,High,90,Medium,Medium
50.0,51,9,0.17647058823529413,12,1694,76804,7,19,0.37254901960784315,0.2,High,97,Medium,Medium
33.1,16,5,0.3125,11,606,166103,4,7,0.4375,0.16666666666666666,Medium,61,Low,Medium
50.0,82,74,0.9024390243902439,11,1717,157987,3,11,0.13414634146341464,0.16666666666666666,Low,61,Low,High
24.6,22,13,0.5909090909090909,9,684,93663,6,5,0.22727272727272727,0.8085106382978723,Low,90,Medium,Low
50.0,93,46,0.4946236559139785,13,1055,82022,8,44,0.4731182795698925,0.55,High,63,Medium,High
50.0,92,59,0.6413043478260869,15,734,116557,10,31,0.33695652173913043,0.8947368421052632,Medium,68,Low,Low
50.0,73,14,0.1917808219178082,10,1101,68319,3,11,0.1506849315068493,0.7272727272727273,High,78,Low,Low
14.999999999999998,17,10,0.5882352941176471,11,1204,135688,3,3,0.17647058823529413,0.8085106382978723,Medium,98,High,Medium
50.0,84,71,0.8452380952380952,16,1013,64231,9,33,0.39285714285714285,0.9,Low,51,High,Low
24.5,34,11,0.3235294117647059,19,915,105203,6,1,0.029411764705882353,0.42857142857142855,High,81,High,High
50.0,95,65,0.6842105263157895,11,235,122910,5,22,0.23157894736842105,0.8125,High,84,Medium,Low
50.0,40,24,0.6,16,1910,92730,4,20,0.5,0.1,High,70,Low,Medium
44.4,83,11,0.13253012048192772,5,389,129374,4,1,0.012048192771084338,0.2857142857142857,High,60,High,High
50.0,71,35,0.49295774647887325,20,369,105159,10,32,0.4507042253521127,1.0,High,62,Low,High
39.4,73,11,0.1506849315068493,8,624,91262,2,7,0.0958904109589041,0.5714285714285714,Low,90,Low,High
50.0,97,89,0.9175257731958762,7,437,79546,7,29,0.29896907216494845,0.7741935483870968,High,58,Low,Low
30.0,61,6,0.09836065573770492,9,1680,139899,9,4,0.06557377049180328,1.0,Low,89,High,Low
48.699999999999996,66,31,0.4696969696969697,17,890,104631,9,12,0.18181818181818182,0.9318181818181818,Low,68,High,Low
17.0,11,10,0.9090909090909091,14,560,76334,2,1,0.09090909090909091,0.7058823529411765,High,69,High,Low
45.699999999999996,46,1,0.021739130434782608,15,475,89355,10,17,0.3695652173913043,0.875,High,83,Low,Medium
26.999999999999996,46,24,0.5217391304347826,7,1859,50324,4,4,0.08695652173913043,0.0,Low,94,Medium,Medium
50.0,95,72,0.7578947368421053,12,1129,81103,3,38,0.4,0.9259259259259259,High,87,Medium,Low
